SquareFootage,Bedrooms,Bathrooms,Price
1016,5,1,458429
1682,1,1,334033
2443,2,1,150436
1530,2,1,312101
1023,4,1,100464
1578,3,2,206562
783,3,2,172925
1272,3,3,483396
955,1,3,490574
1670,5,1,460585
1640,4,3,337088
634,1,1,399574
2376,4,3,156800
1133,5,3,302772
2124,3,2,309960
1060,4,3,427328
780,3,3,351967
944,4,2,214512
667,5,1,312099
1958,4,3,128664
1990,2,1,141174
546,3,3,349377
1526,1,3,463907
2354,1,2,312417
1336,4,3,499822
1301,1,2,489180
2351,4,3,175345
1332,1,2,228045
1187,2,2,200640
1182,5,1,154748
1086,2,3,329833
866,3,2,181136
2417,4,1,440043
1927,5,1,304385
2375,1,3,130609
1491,2,3,111329
1194,5,1,257875
1042,4,2,479874
1872,2,3,152001
1020,3,2,190238
1073,5,2,478009
1802,4,3,142177
516,4,1,383525
1688,5,1,324224
1569,5,3,336216
1598,3,1,188275
642,4,3,106187
1086,1,2,418944
1905,5,3,189382
536,5,1,375590
1894,3,1,214650
841,3,2,339502
1416,5,2,123651
1467,2,3,352804
1365,5,2,227603
2376,4,3,399862
1157,5,2,470021
1360,5,1,179931
2329,3,3,496833
773,3,2,264364
1039,5,2,478007
1833,1,1,140986
563,5,3,373126
1480,2,2,157022
2188,1,3,290499
1909,2,2,338404
1584,2,2,477015
577,3,1,163157
506,5,2,489463
1116,4,1,314603
2477,1,2,459779
1217,4,2,350761
2282,2,2,304792
1791,3,3,295413
988,5,2,381282
1863,1,3,430599
1939,4,1,218050
733,4,3,436369
913,3,1,377196
1167,5,2,380550
1745,2,1,153349
2030,1,2,320568
1181,5,1,373623
2400,2,2,306688
2209,3,1,497876
2393,5,1,375758
536,3,2,154575
1196,2,2,403892
821,1,3,301221
549,2,3,202754
678,4,3,339274
1512,5,3,289459
1804,1,1,265461
1845,2,1,239314
2332,1,2,133904
1481,3,1,437520
1954,3,3,317900
859,1,2,418652
1291,4,1,249227
1459,2,2,215558
1695,5,1,401152
2083,2,3,446553
1588,4,3,286208
550,2,2,261165
745,3,3,333900
2214,4,1,200962
879,1,2,202016
2089,3,2,378683
2396,2,2,294681
1794,1,2,236883
985,4,2,158502
2020,4,3,468140
839,5,1,158642
1244,5,1,337247
534,2,1,498649
1492,3,1,144826
994,5,2,323234
1355,3,1,305227
1464,1,2,195854
2039,5,3,490727
1155,1,3,435862
1782,1,3,457595
2086,2,1,424196
615,4,3,352794
1212,4,2,466900
929,1,2,436080
1394,4,1,487790
666,2,1,327133
1349,5,2,409153
893,3,1,260267
1618,2,1,357883
785,5,2,238162
2453,1,3,412737
2006,5,1,498224
641,4,3,206055
2257,3,1,352997
1618,4,2,194760
2134,1,2,237761
1400,2,2,475629
2366,1,1,177637
916,2,1,338552
2300,1,2,490362
1275,1,2,363208
2463,1,1,453406
1210,5,2,181582
1156,2,1,498613
1483,4,2,227941
613,2,2,381335
1921,4,1,427138
677,3,3,349516
2322,3,1,430762
2499,1,2,381288
1145,3,3,108919
1007,5,2,251593
2454,2,1,349096
1807,4,2,101788
629,5,1,486695
1324,1,2,175132
2063,4,2,178490
1127,4,3,495117
1946,5,2,152189
2113,3,2,341738
1780,4,1,192910
1467,1,1,270859
1318,5,2,140107
2248,3,3,348526
849,3,1,478208
2049,5,2,221398
636,5,1,436425
2402,4,3,202654
2007,1,1,211894
1161,1,3,105847
1121,5,2,396149
911,3,1,483253
1223,3,1,475987
533,1,2,392965
2203,4,1,143300
1650,1,3,297745
2366,3,1,124159
907,2,1,150951
1188,5,2,400617
1137,4,2,277029
1374,3,1,390636
1776,3,3,418022
1243,2,2,490772
577,5,2,488194
1697,3,1,464033
824,2,3,172227
2374,5,1,374422
1814,4,2,152058
2351,2,2,281983
933,3,3,220108
1205,4,2,286952
710,1,2,211285
2473,5,3,493291
709,2,2,283981
1300,5,2,151986
1148,1,2,438250
1896,2,3,445161
1085,4,1,271132
1293,2,1,194401
662,5,2,169276
711,3,2,477337
1179,3,2,476890
647,3,3,370504
2371,1,3,186397
1160,3,1,325254
1466,5,3,380470
1561,2,1,466403
2439,4,1,330301
1485,3,2,192689
548,1,2,343728
2147,3,3,157198
769,4,2,274542
1646,3,2,117602
844,1,2,195844
852,1,2,428206
1737,3,2,147349
975,4,2,340470
2368,5,2,256711
2228,4,2,260137
566,3,1,378749
872,3,1,493784
1942,2,1,102049
1068,2,2,253572
709,1,1,365070
2022,5,2,297224
1712,1,3,444900
790,3,2,169397
2029,1,3,279831
2249,2,1,323590
1835,2,2,127567
1065,1,2,353913
1760,5,1,235720
554,3,3,261092
2020,3,2,372074
990,3,3,274804
1343,2,3,489158
1407,3,2,158073
627,3,3,374784
2293,4,1,419190
1756,3,2,168488
1947,1,1,192459
803,1,2,290568
618,4,1,200755
923,5,2,256380
2184,2,1,431226
972,2,2,445296
2064,1,2,157136
1685,5,2,209232
1250,4,1,122401
1170,4,3,439030
1859,1,3,464353
749,4,1,465057
2087,1,2,320015
2304,1,3,480169
1772,2,3,253477
1465,4,3,257144
2426,1,3,489671
568,1,2,200419
804,1,3,408651
511,3,2,186310
742,3,3,482831
585,4,2,399059
1309,4,1,125575
589,4,2,255156
2453,1,2,470677
1785,1,1,121743
1031,1,1,353410
1318,2,1,384222
1609,5,1,317665
2160,4,1,196001
1346,1,2,323724
2290,5,3,222722
1126,2,1,394962
1120,1,1,321699
2275,5,1,293881
701,1,1,390597
567,5,3,257745
898,5,3,186456
2113,5,2,121478
2265,2,1,186502
1951,4,3,150438
1922,2,2,257780
1802,2,1,488752
1896,2,3,209806
1234,4,1,112864
2024,3,3,417155
1779,5,2,259587
548,1,1,154813
1653,3,1,450294
2299,1,3,111789
1864,5,3,342902
1775,1,1,481578
1115,4,1,178381
2370,4,1,379127
2469,2,1,182068
1876,5,2,205906
2378,1,1,174340
1699,1,1,169014
1420,2,2,415422
1715,4,3,341408
2407,2,3,152224
1089,4,1,461432
1552,1,1,271836
1135,4,2,114109
1867,1,2,294085
1567,2,3,436446
791,5,2,311886
1130,1,3,291564
843,4,3,388577
996,5,1,115795
2480,2,1,277064
632,2,3,271697
1089,4,1,434431
1366,5,1,188294
943,3,1,205396
2233,5,1,145059
1704,5,1,362952
2074,3,1,474686
2058,5,2,478445
2399,1,3,211589
1091,5,3,121200
1869,3,1,366655
1221,5,3,490378
1030,3,3,208760
1891,4,3,488366
2177,1,1,263512
2305,3,3,330587
2446,2,3,451091
1703,5,1,349187
1344,5,1,285453
1464,3,1,472714
2071,4,1,344413
1898,5,3,450718
2333,4,3,245297
2215,4,3,133382
1466,1,3,260095
907,5,1,309461
2444,2,2,212084
1994,2,2,281179
1555,4,2,153138
2383,3,2,326952
2435,3,2,220413
2130,3,3,226029
1256,2,2,344967
2143,4,3,102193
1820,5,3,198977
1862,4,2,368602
523,1,2,147297
1684,1,2,225677
1027,1,2,496524
1292,2,3,489484
1576,1,2,395294
1174,3,1,134162
1532,2,1,405871
2295,4,1,162595
590,2,3,295670
1122,2,1,365248
2324,3,2,456127
2119,3,3,325280
1740,1,3,453666
2382,2,1,357183
1343,3,3,150346
1890,4,1,358375
2474,4,1,357295
551,4,2,169844
1869,5,1,183613
800,1,3,469528
1637,3,2,184105
1320,3,2,496493
1810,1,3,460717
710,1,2,290116
1420,5,1,248305
1562,2,3,145514
2472,4,1,351910
737,3,2,479903
752,1,3,431408
598,5,2,172117
748,1,1,419316
1514,4,1,138842
798,1,1,463291
1414,3,3,235840
1797,1,2,254830
1191,5,1,403246
1241,1,3,431089
2303,1,1,457755
1549,1,2,240761
937,4,3,310738
732,2,3,363582
968,2,3,414350
1103,3,2,133382
1652,3,3,499771
1636,1,1,425063
1357,2,2,467763
581,4,2,399192
2367,5,2,157571
1263,2,3,306075
2013,1,1,175385
1551,2,1,497124
696,4,3,387323
1912,3,3,234648
1508,3,1,136773
1556,1,3,479948
1833,2,2,237626
515,4,2,380337
1407,3,3,285834
2382,5,1,395499
1617,5,3,208842
577,5,3,301459
1780,5,3,160177
1529,5,2,118532
781,3,3,141890
1941,5,2,113852
1263,3,3,401359
792,5,3,375656
1697,4,3,225665
2229,1,3,128345
2163,3,2,309088
2345,4,1,466963
2146,4,2,377095
1487,3,2,283686
1571,5,2,160097
2019,1,2,376667
762,2,2,491725
1403,1,3,125860
2419,1,3,464548
2188,3,2,236618
1050,1,1,187213
734,3,3,430234
657,5,2,407662
1757,2,3,318955
1384,3,2,460797
2455,2,3,170227
842,4,2,365442
2344,2,1,192003
1241,4,3,159525
1074,1,2,125540
1087,5,1,394480
1774,2,1,363737
1625,5,1,104107
1701,1,1,367689
513,2,2,159115
670,2,3,277855
626,1,1,141742
2414,3,3,324284
1620,3,1,182405
1778,2,3,322120
1567,2,1,230397
2405,3,1,344111
760,1,1,310070
1627,5,3,342861
1780,5,3,375293
869,5,1,146903
2126,3,3,374689
1448,5,2,205666
2369,1,3,202105
1190,5,1,137712
2306,3,3,174545
2163,2,3,258333
2311,4,2,181909
1977,1,1,133465
1822,5,2,377541
1933,4,2,292762
2404,5,1,252114
553,5,1,406863
2110,4,1,266849
845,1,1,172751
563,2,3,287221
1417,2,3,303985
2320,1,2,409783
2322,3,1,375408
1084,3,1,315398
1084,1,3,479452
1789,2,1,378086
1285,2,3,481306
1104,1,1,187901
1332,5,2,465104
769,5,2,301332
1478,3,1,427176
1679,4,3,419467
1528,5,2,469037
2174,3,1,219643
1450,2,2,335479
1928,5,2,109703
1423,3,2,450098
1197,5,2,230074
1926,2,2,290746
1493,2,3,102134
2146,3,1,147706
1334,2,1,370669
2456,2,3,413621
1654,4,3,252885
1955,3,2,330567
2140,5,1,366639
1821,4,1,355426
935,3,3,167207
1118,3,2,140915
1998,2,3,242404
2067,1,2,496199
1588,2,1,182496
2444,1,2,421934
775,5,1,448734
1320,5,2,207179
1053,2,1,324593
1524,2,3,364757
1095,4,2,444278
2288,5,1,166610
1963,5,3,431420
1339,4,3,313444
2247,3,1,336627
2298,4,3,322086
1382,1,3,429911
932,4,2,318896
1535,3,3,321951
1558,2,1,135326
2165,2,2,319450
2162,4,3,213680
995,4,2,269423
1303,3,2,416810
2497,3,1,463078
1043,3,3,341847
515,3,1,233997
2158,4,2,389064
2497,2,2,479759
2239,2,1,399878
1488,1,1,466649
2285,1,1,249026
658,3,2,272118
2379,3,1,248725
1768,2,2,218197
1271,3,1,278729
1800,3,1,384428
796,1,2,216217
959,1,2,242345
1798,2,3,370124
1894,4,2,281734
984,1,1,423992
2199,3,1,192856
781,5,1,361082
1333,5,1,459446
800,5,1,134161
1735,4,2,277935
1949,5,2,256024
1085,3,2,486733
1945,3,3,176887
1680,1,3,410574
907,3,1,330052
1932,3,2,134245
1672,2,3,483710
2360,4,3,117723
1046,4,1,472947
722,3,1,422262
1680,3,3,477467
1380,1,1,393155
1916,1,3,302642
1553,1,3,219776
1753,3,2,285309
2370,5,1,179007
1659,5,3,369973
1612,4,2,200276
1797,2,1,284836
1349,2,1,113938
2297,1,2,213120
1242,3,1,389741
1822,1,2,212402
981,2,2,424707
669,3,1,178972
1540,4,2,426165
961,3,2,268409
1918,2,3,418193
1289,3,3,284316
579,2,3,216923
679,3,2,189503
1854,2,3,277636
778,3,1,293942
872,5,1,112717
849,3,1,451469
1650,1,1,285900
1669,1,3,242959
1130,5,3,295459
1025,3,2,182925
1623,4,2,140859
2471,3,2,125317
1090,3,1,165765
918,1,2,203407
2141,3,3,428308
1575,3,1,320226
2418,3,3,411363
663,5,3,407879
1833,5,2,385711
798,4,2,308041
2249,5,2,327060
1173,5,2,136105
2238,5,2,341878
1028,4,2,426512
540,4,2,384781
1786,2,3,453190
968,1,2,344256
2272,1,1,367422
932,1,3,428384
876,4,2,336929
1247,2,2,209982
1058,5,3,225120
1669,5,2,323963
1444,1,2,343771
1025,5,1,374151
614,1,3,147680
925,3,2,324368
925,5,2,346167
1171,5,1,376682
1266,4,2,197219
1272,2,3,312183
675,4,2,352495
640,2,1,263649
806,1,3,496699
1862,2,2,190881
531,5,1,433625
2103,2,2,362266
717,5,1,106340
936,5,3,392749
1403,2,1,215166
1299,1,2,227976
1428,1,1,260350
678,3,2,421471
1603,2,2,481441
1352,5,2,296093
1799,5,1,117366
1959,3,1,349001
1283,3,2,487672
1816,3,3,102891
1634,1,2,461909
1180,4,3,203249
1167,3,3,250898
1570,5,2,274783
2154,1,2,465454
1970,3,1,462209
952,1,2,170382
1807,1,2,361985
1298,5,3,182528
698,5,3,229717
2347,4,3,363191
2223,3,3,328559
2487,2,2,341688
1117,2,2,351012
2013,5,3,130308
1687,2,2,191012
1447,3,1,406150
2195,1,2,356681
2218,1,2,329965
2049,2,3,463137
2448,5,2,411552
667,2,3,359882
1074,2,2,319423
624,3,2,461698
815,2,3,120333
1678,1,2,478419
2012,2,1,396531
2346,1,1,245873
1537,1,3,196346
717,5,2,136547
1316,5,1,179013
2386,2,3,356754
1984,3,2,265978
926,4,2,186626
1030,5,2,359113
2256,4,2,358955
1372,3,2,486736
1911,5,2,231007
1998,4,1,236987
689,1,2,275159
2474,5,3,498490
2289,4,1,401985
1939,5,1,150841
2496,5,2,318693
920,1,2,161950
666,2,3,192575
1962,5,3,308651
1661,3,1,454849
890,2,1,156853
1235,5,1,215511
2414,1,2,308909
2497,3,2,258803
824,4,1,477769
1435,2,1,404458
1412,5,3,478829
1854,5,2,435752
1990,2,3,426446
1392,5,2,159841
2455,2,1,229361
2050,1,3,418353
1208,4,3,228397
549,5,3,247087
1652,5,1,276575
2425,1,2,195389
2290,5,3,230307
1789,5,3,391533
1956,2,3,204910
548,2,3,309004
1127,2,1,441891
622,3,3,105886
2254,1,3,171910
1886,3,1,433322
968,3,2,437382
1918,4,3,235701
666,2,3,427469
553,2,2,194882
1822,3,1,225408
1619,2,3,154746
761,3,1,405562
2032,4,3,266835
1525,5,1,437315
1794,4,1,345622
2492,3,2,326148
920,5,3,169907
2295,5,3,428009
1696,5,3,437615
2320,4,3,474829
2159,3,2,239295
771,5,2,377039
1204,1,3,379757
1999,2,3,297189
2318,5,2,342940
702,3,3,394659
1276,1,3,491999
740,4,1,399644
540,1,1,152449
2082,2,3,278400
1210,4,3,366425
1506,4,2,456612
1580,3,3,216994
1446,5,3,158051
1828,1,3,416947
1240,4,2,368169
1537,3,2,455618
1824,3,2,103806
1769,3,3,462471
2025,2,1,211062
1551,3,2,465678
696,4,3,460324
1257,1,1,308450
613,5,3,180490
1073,1,1,281360
1368,1,2,368637
2269,1,2,309037
2205,4,2,330578
1123,3,1,325133
2435,2,1,253764
2013,1,3,211759
1507,4,3,111715
1654,2,1,213107
1935,1,1,344466
1277,5,3,252509
2049,5,1,418403
1405,2,1,390625
1698,4,2,181105
2338,3,2,193813
2493,3,2,108873
1999,2,2,289952
1675,5,3,265035
1220,3,3,128911
2053,3,2,175356
1542,1,1,265751
2334,4,3,352315
1817,3,1,248847
1985,5,2,314975
1339,5,2,430050
985,2,2,380734
824,4,2,209540
626,2,3,487992
2346,2,2,372709
1735,4,2,186745
1952,2,3,452532
1394,2,2,133279
526,1,1,178392
2074,4,3,403507
694,1,3,294620
686,2,3,354214
1661,1,3,226413
1524,5,2,465993
728,2,3,469399
1134,3,1,421073
2215,4,2,241521
902,2,1,262282
1150,3,1,491260
1436,1,3,309929
2386,4,2,313980
1720,1,1,106420
869,1,2,353607
1006,4,1,177763
2176,1,1,289153
2177,1,2,238873
2074,1,3,468845
2042,3,3,248425
1583,2,3,107981
1703,1,2,477738
2422,2,3,360414
860,4,2,176528
2368,1,3,237180
2499,5,2,377499
2366,3,1,305926
1070,3,1,258674
1571,1,2,171882
1878,3,1,191144
1266,1,2,211631
1273,3,1,485997
1470,2,2,245923
1083,3,2,421737
1030,1,1,412156
1301,3,3,309007
2250,2,2,244093
872,4,1,499832
2151,3,3,242721
1549,1,3,440404
1076,5,3,359296
2395,5,1,181437
1377,1,2,407934
2400,2,2,356376
1923,1,2,204392
1518,5,2,313151
2067,3,3,429971
2037,2,3,122328
744,3,2,496896
1597,3,3,413941
1163,4,2,183472
2368,2,1,389195
1141,4,2,252937
2119,2,3,437362
2069,5,3,113505
2474,2,2,213437
537,5,2,396253
1057,3,3,491267
1464,1,1,452507
996,4,1,478335
1392,5,3,329821
1858,4,3,375748
709,2,3,400569
1715,2,3,216097
1894,2,1,206925
1538,1,2,309542
1700,2,2,214957
1549,4,2,445898
2413,2,3,137389
2335,4,3,344332
1161,5,1,421058
1927,1,2,369910
1587,4,1,223772
1710,1,2,291895
1058,5,1,488296
761,3,1,499763
1167,5,3,360542
776,1,1,335959
1215,5,2,366571
1383,4,1,183532
2069,3,3,345559
546,5,1,134503
747,1,1,247247
1912,4,3,468237
931,3,3,159336
1425,1,3,143659
1920,1,2,387594
1937,1,3,288645
1309,5,1,100994
1027,3,1,138940
1952,3,3,334648
2366,1,2,489650
568,2,1,157994
1642,3,1,258229
1823,5,1,115421
1528,2,1,256162
1090,2,3,146536
1234,5,2,192003
2185,1,3,436537
1208,1,3,347084
1269,4,2,245142
2280,2,1,274091
2102,5,3,465104
1090,1,2,263557
710,2,2,260229
1570,2,1,132066
2267,2,1,110362
755,3,2,399066
1510,4,2,240034
1676,1,1,148574
1231,4,3,200083
874,4,1,338483
1221,2,3,445831
1500,4,1,168028
1216,3,1,126555
528,5,1,488490
590,1,1,414440
656,3,3,217530
2003,4,3,442331
1470,3,3,117653
1576,5,2,418564
1305,2,2,395691
1218,1,2,367938
874,2,3,340385
2287,1,2,453735
2243,1,2,393614
1753,1,1,365440
1426,4,3,336633
1354,1,2,421335
2178,3,1,441189
2018,2,3,146759
2179,1,3,337930
881,3,3,105298
1251,5,2,447465
1885,2,2,411046
1186,5,1,467052
1515,5,1,338170
2316,4,2,170417
1117,5,3,129398
550,3,2,244400
1699,5,2,477339
1790,5,3,358662
2074,5,3,429077
1665,1,2,286567
1942,2,1,435604
790,5,3,240899
2004,5,3,337841
1674,3,3,409328
1630,4,1,444060
892,5,2,108269
2245,2,2,386117
1695,4,3,493532
1923,4,1,176117
2334,1,2,441820
1129,3,2,198756
1839,1,1,139444
759,2,2,113164
1449,1,2,326832
1347,5,2,399801
584,2,1,410144
1250,1,3,370760
1348,3,1,232732
2042,2,2,460866
545,1,3,304004
947,4,1,165489
706,2,2,401253
1029,3,2,490342
672,5,3,336625
1650,3,1,280225
1666,3,2,270466
1014,2,2,258227
1600,4,3,196218
722,5,3,209651
1348,1,1,137820
964,4,3,396772
1681,3,3,385783
1285,1,2,139634
1612,1,1,437662
1828,1,2,425773
1879,4,3,242887
2410,3,2,235278
936,2,3,202577
1890,4,1,293405
553,4,1,150760
1083,4,2,496007
1183,2,3,498877
2240,1,2,179766
1955,3,1,195085
1841,5,2,274044
667,4,3,156454
1624,5,1,347853
1017,1,2,430894
1218,4,2,244921
826,4,3,178455
707,3,1,471363
1596,4,1,303911
649,1,3,346435
1896,4,1,456553
2132,4,1,474344
1948,2,1,441628
1056,1,3,197292
1581,1,1,237090
623,5,3,411333
1948,5,1,418869
503,1,1,338516
2377,2,1,230708
2438,1,2,338716
951,2,2,261035
1704,4,2,108895
1517,2,3,100704
2134,4,3,480360
1775,1,3,209936
1480,5,1,212960
2057,4,1,114223
835,3,1,294169
2135,1,1,107811
1581,4,1,210334
2064,3,1,472014
771,4,3,426744
1392,1,2,406172
1775,2,1,155323
2209,2,1,152797
1593,1,3,279928
1000,2,3,481523
1512,1,1,213761
1927,4,1,192932
1768,3,3,291442
1897,2,2,235838
1820,5,3,400882
1159,1,3,285911
671,1,1,235371
1225,3,3,248667
1183,3,2,209658
1772,1,3,206256
528,1,3,476623
1331,3,1,305451
1985,5,1,126197
1924,3,3,356788
1525,1,2,205847
526,1,3,220377
936,3,1,406232
2475,3,3,278126
1005,1,2,181794
1302,1,3,329800
1456,3,3,499121
1565,3,2,299539
1521,1,3,414734
1048,5,2,204738
2433,3,3,343634
624,5,3,178372
2085,4,3,360940
1284,2,2,349010
1138,1,3,195910
1565,3,3,208202
693,2,2,338504
1573,2,2,229285
1500,1,2,386676
764,2,2,125119
2293,5,1,135665
2347,3,2,323300
2247,5,2,359543
1865,1,3,232128
1633,3,1,223929
1123,3,1,160973
2350,2,3,226563
2228,3,1,243793
2402,5,2,366458
811,2,2,196491
755,2,2,255964
2396,4,1,495922
1291,1,1,421832
2057,4,1,432509
1885,1,3,389966
1939,3,2,399224
593,4,3,400128
1632,3,1,417390
1540,1,1,416998
1338,5,1,453920
1192,1,2,315931
815,2,2,278100
2018,1,2,380874
2427,5,2,144518
704,1,1,477444
1920,2,1,256037
1841,3,2,394600
2131,1,3,194651
2266,1,3,182029
1140,5,3,465806
1034,1,2,497081
752,5,1,493748
669,5,1,379798
1581,1,2,346922
1161,3,1,346938
1484,5,2,306654
1331,3,1,214148
2362,4,1,465077
2001,2,3,316091
1679,1,2,383341
2224,1,3,185813
1460,3,1,484491
857,3,3,380760
1631,2,3,360193
912,2,1,259486
1856,1,3,287748
2278,2,3,180599
2080,1,1,281694
1958,3,2,369796
1205,2,3,267262
2237,1,2,493602
562,2,2,182026
1742,2,3,153712
1960,4,2,491092
623,2,3,373982
2263,4,3,223182
1061,1,3,252564
1489,4,2,458398
1709,4,1,274921
565,1,3,231421
564,3,3,194025
1756,3,2,302104
1961,1,1,319239
2017,3,3,211206
1249,3,3,264873
912,1,3,206241
817,1,3,349857
1762,5,1,159198
1718,3,2,117222
633,3,2,448118
719,2,3,468581
1149,3,3,187572
2082,2,3,263795
1288,1,3,259152
1804,5,2,487127
1625,2,1,492743
1029,3,3,274340
2099,5,1,213634
1894,4,1,246856
2106,3,2,450563
1488,3,1,172192
1527,4,3,484743
1522,4,3,365331
1007,5,2,454075
2324,3,1,490924
975,2,2,226360
2389,4,1,213356
931,3,2,377037
1622,4,2,433348
516,5,3,178787
863,1,3,374489
1995,3,1,270683
2484,2,3,482406
2271,2,2,221248
1538,2,1,445274
1874,2,3,137395
1665,4,1,468947
684,1,2,167597
1109,3,1,293252
1812,2,1,467000
2097,5,1,107693
1327,5,2,204408
1842,2,1,458753
1856,5,3,238066
966,2,1,469781
1429,4,2,134384
2450,4,3,165918
1966,1,1,322188
830,3,1,315695
1180,3,2,265366
583,2,3,367881
1649,3,1,101157
970,4,3,226054
2036,5,1,238277
1292,2,3,377834
1200,5,2,268076
1021,2,3,211724
2092,3,1,149905
689,3,2,483656
2133,1,2,357583
2113,1,3,276366
1528,3,1,110860
1432,5,2,317098
2243,3,1,139329
1470,2,2,325319
598,3,2,239112
1207,5,2,279982
921,3,1,417932
564,5,3,361031
2456,5,2,289989
2217,1,2,268476
1991,4,3,451827
1282,3,2,159922
2461,4,3,128724
726,3,3,340337
2054,2,3,291812
559,1,2,109465
1569,2,3,403883
1568,4,1,454815
1090,4,3,144694
2176,1,2,233685
2458,5,1,407075
914,1,2,152417
1651,4,2,224376
1469,4,1,158050
938,2,3,224476
825,4,2,472034
1972,4,2,257042
1880,2,1,191456
2243,4,2,260938
1068,1,3,198729
2186,4,2,192082
517,4,2,167690
1672,5,1,428195
1165,3,1,147301
2125,5,1,116850
2141,2,2,304195
1230,1,1,186755
2036,3,3,238759
2045,1,3,247680
843,1,2,443351
949,1,3,159941
1283,1,2,236205
1729,2,3,497830
2254,5,1,227938
2495,4,3,231710
1032,5,3,495090
2027,2,3,422538
687,1,1,444142
760,3,2,318460
1072,4,2,190692
1577,3,2,182551
1771,2,1,157938
1147,5,2,456626
2214,3,2,189988
2084,4,2,213024
1131,3,1,247010
626,1,3,347789
1212,5,2,229306
1675,3,1,288755
1848,2,3,495180
1918,2,2,205513
2316,1,2,399450
1847,1,1,222574
1925,1,1,125678
2216,4,1,135646
1396,5,2,116447
800,1,1,499323
2310,3,2,393898
991,4,3,337875
1306,4,3,241144
1782,1,2,207731
2335,3,2,264435
1671,1,1,288900
2297,3,1,148235
2031,4,2,363627
565,1,3,429730
2169,4,3,140292
1354,5,1,152602
569,1,1,102954
1248,4,2,113527
1663,3,1,128112
1801,1,3,160505
1436,1,3,457604
1767,3,1,259685
519,3,1,374507
1268,3,1,118405
2450,5,1,415572
2047,4,1,465901
832,4,1,145675
2229,3,2,268373
916,3,1,413662
1283,5,1,122936
1601,1,3,393931
1377,3,3,293254
2093,4,1,343767
679,3,3,136410
599,1,3,299948
879,5,2,336825
1087,4,1,341877
897,5,2,328287
2008,3,3,222784
2422,5,1,243034
1740,3,2,474186
1229,2,2,120472
741,3,1,397936
1885,2,1,456316
2314,5,2,300399
1113,3,2,127485
1152,1,3,457538
628,2,2,271402
2484,3,2,211095
1390,5,2,372297
1590,1,1,321526
1200,3,1,449795
1491,4,2,307275
937,5,3,394780
584,3,2,351149
1779,2,3,302199
1810,1,3,234091
1460,1,2,107210
1179,2,1,445510
2258,4,3,334347
595,5,2,168920
1614,4,1,102814
1760,5,2,295998
1898,1,3,404340
2475,5,2,365652
1771,4,3,486757
919,4,3,495859
1513,3,3,422254
1756,4,1,311571
707,3,1,417427
545,4,2,362835
1822,2,3,330808
865,3,3,190842
860,2,3,115159
2030,5,3,364892
2482,4,2,124722
2264,1,1,408399
1251,4,2,292754
1792,3,1,134460
2108,5,2,121587
1311,4,1,190626
521,3,1,453360
1593,4,2,417716
2106,1,2,233853
530,5,3,237476
2237,1,2,497993
2338,4,2,362780
1611,3,3,361250
1314,2,3,390130
1095,2,2,103406
674,4,1,256754
1269,3,3,393664
1842,5,1,484272
2342,3,2,351562
1378,3,3,144911
1199,2,1,452902
1923,3,2,327633
1839,5,1,307039
1236,1,1,312870
2156,1,1,125218
1071,2,1,297151
1637,4,2,133292
1247,4,3,355314
1073,5,1,278958
1815,4,3,475155
1635,1,2,209441
1601,4,3,472981
1270,5,3,401610
988,5,2,481245
1627,5,3,140101
1735,3,3,243625
1034,5,2,133681
1709,5,3,434257
531,2,1,224932
1571,3,1,388431
967,3,3,371447
1131,4,1,184369
1750,5,3,497798
538,2,3,476685
1147,3,2,386643
1160,5,3,183668
2085,3,2,458820
1241,3,1,365293
1828,3,2,377118
1155,5,2,286373
1212,3,1,233100
864,3,1,190947
1623,3,1,264821
1423,1,2,472072
1318,2,2,161792
1147,1,1,250305
764,4,2,260896
1668,5,3,213539
843,3,2,379237
1790,3,3,282045
1089,4,2,258609
1304,2,3,161043
1718,4,1,467971
2061,4,2,282364
1589,5,2,424502
2373,3,1,282153
1747,4,3,106589
1410,1,3,219231
630,1,2,456304
1683,5,1,496250
911,1,3,204017
1817,1,1,246306
621,1,2,400088
1195,1,2,244711
757,2,3,222911
744,4,2,123772
908,3,2,233291
1123,1,1,257397
1113,2,2,281783
1218,1,2,319122
867,3,2,274867
662,1,3,494043
1036,4,1,184827
1876,3,3,359849
1142,1,2,254972
1423,2,1,284725
1926,1,1,293526
1331,1,1,469213
2317,2,3,152540
2180,1,1,261376
1707,2,1,188602
639,4,1,221614
2259,5,1,228328
2302,1,3,370022
1680,4,2,248831
1917,3,3,183274
566,5,3,495025
2337,4,1,360008
1493,1,1,458082
1699,2,3,472005
738,1,1,198783
1370,2,1,301753
1799,2,1,211420
1847,3,2,405476
1312,2,2,425085
1113,1,3,457001
1635,5,1,285479
2388,5,1,403117
610,1,2,339724
1811,5,3,180321
1872,4,1,319171
2023,1,2,416787
1284,2,2,470757
2169,2,3,202159
1038,4,1,105007
1772,1,1,453409
776,1,3,196230
2459,1,3,199015
1225,4,1,110595
2417,1,2,381804
1360,1,3,494533
952,3,1,321874
2410,4,1,241234
1087,4,3,360513
1226,5,2,495205
1848,4,2,261675
951,2,2,211608
631,4,2,466160
2022,2,3,409646
2476,4,3,226656
1347,4,3,375624
1423,2,2,263368
1874,3,1,140255
974,4,1,485540
1915,3,2,170093
551,4,3,112382
1403,3,2,157794
1800,3,1,328889
1729,2,2,266929
1111,4,1,493796
